標題,連結,來源,時間
極右示威雷大雨小 撐移民集會多地湧現 - 20240809 - 國際,https://news.google.com/read/CBMi3AJBVV95cUxOWlFfSFNjVGhqREwxbGZ5OVNWcU41RWFVMEZpeE1ERzhpdDNQQkhHZDg3UmVHMFVyZUZIRkNzSWhrczI0RXpXYUlqNkJXZmFxUmtKdVJCYzJ1VXlKSVVrRmtzUUYxUnRBdEZ5TVR4OURXemFNU0pTdTBKeXFTazEtZUlzRlRHTFMtTUhkZmtCN2VDSk1WUHM1RkdwOUM0YV9fb1MxczFfbUQ3Y2dKdWF0WlFySnBZblpISnU2dEhHYjAyTEh2YUFfa3hyeWlyN0p4QXpGMDNFN1BaZU1ZSUpINnJNMHlON0FBaGhWZ0ttYWdxaHI3bFpvQktJNXppaHJJRFppRlJmYUNHM19WLVBqTVB1aThka1VxN19LQlY0RlFxbUNwbUtzMHZhdXJ3U0xzTEZaZmczN1lhTWhoazZqOEt1bWwtOGRDVm9ybkRFNncyeWVkcUZLNjF5OWE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,明報新聞網,3 天前
日本九州新幹線因大雨導致部分列車一度暫停行駛,https://news.google.com/read/CBMib0FVX3lxTFBpWkFrdG5DREtqSGlnREhzcXJPSS1xWV90WEZFdkpQVHFaSkdhWFdscjdhcHhFWktZaHVJOG9kekE3RXcwZFNQcGNxaXFaX1hOTDlyQ1llOEl4UmF5N1ZGZlI4OUM0eUd2ZzNjb1c2VQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港電台,7月15日
天氣預報｜天文台發出黃色暴雨警告 香港廣泛地區有大雨,https://news.google.com/read/CBMilwNBVV95cUxQYnJBUXJkd2IydFZpX2NVdEJVSWpFRXRxZHVqdWU3MkNkNnBIbGNEanhmNHRVUmx0eURicFh3TGQ3OHM4R3hQbTFMTFJiejJ4LW9qZEN0NURDSlNvVUh0RlR4RjQtY2xDekRxUW1aTVY2clhsbEk5b2FHM2FaVUt3V2hIOHBmd2tnR0VVV2xkSl8tbkxJekl5UnVJN1VxUW5UU0g2a0dhOWE5NWV4R1V2VEhOejRtUjdjOWVUOG5nUlRsWm5INElIXzVBUWVPWGllU09EMnFTS2hVTm0ya2lMTTcyZldjUzJ6bTI4SmxWN3lmTGMyMmJzeDIwYlFEaVdhY1dqVWdRd2JUeEppY2FEQlhqaVJCVlhGZDFhUUxTQ2M0a1lINy1RaWIxb1VNVEdXdlVST0lUQnVOQnRfWkNOZzlWU0s5UGFYZ09fbEpqMGNyeXoyZUpxQXhvRmRESkZaUktxZXBnREVzcVU3am1BRDN4cEMwNzA4MUswcU91SUtLdzhoeWdCenB6M1djYy1pNXR3WW9qTQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - TOPick,14 小時前
日本豪雨致秋田縣決堤 部分地區1天降1個月雨量 新潟多處道路水浸,https://news.google.com/read/CBMitgNBVV95cUxNbW9yb21Dd3JXTlNmSlJBUFdGR0RELUVibGlyM3V2ZXBpLXpLYU5GMjlGdElkYXRXMHFTT2dOQk03Z24zaDFmZXV4LUpPSUdZQXByMENVbnB0MGgwbmx2X3R5bGFZZG5QZE9JdjVMV3lhT2NvWktLdHBWRzNzOTZzM3lFQTlMMWpOdGRwRTJQYmt6ei1XM01HZVB4UXl2RTg3UXhnNTFBUG82ZjAwSWRVV2lVaGdFQlNtenRlYlRqOFRic3p4MDhLa20zRVNma2F5M29uRzNoZHRDbzdvRnhvV2ZMaG1yajFxNVg4bGk1MWJXTFlCTjBRMjVfTDBnUTAzWFBaVzBNVEx5YlVuWWNIMXZZUDRJSlIyakNtanZISUJ3ODEzUlVnTXd0OUFEM2VUWTRhR2dZaFJuZXVCUUlQVkt2enF0cW5LYUtFaC1OblBhYXVYRGQ1YkRkbC1NdjNxX2RKdUY3bFAwQUtwcVE1SldDRXREeWw0aExLTmRBYWZEcjBUYUhObmF1M2tSaC1JQVVhSzgwYk43ZlhpQkdhQTVScVlxS0o1Zmxub2R2Ymw3dHNUNFE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,7月25日
遊日注意｜北海道大雨致河流泛濫 部分地區1天降整個月雨量,https://news.google.com/read/CBMikANBVV95cUxOUDhzSDFNQllwZ1JBSWcwcWVVVTl2Si1iR2VvRExIWE51WFBPUW5xMDZqWF9ReW80WktHa2MzdnJaeDBsZ25YMW5yZHVkRmJ4TjRvMUNjbk1tMXo2REtWWnVpWVVLMU43N2lEek0teTc5NXc5SEJDc25yVW9xMHZNTy1IYlFCU1hOemR4U3lYT2JhaUdYMmdjb3hEdVRnS1VyOC15d3B3eWw0dl9pdGd1MmxFdzJ2VmxaWVRzb3ZBWXIwcS1scktVTTh0WWo4ODVmb3VDWjlqY2N6Um1fQ2l1ZWx5VC1lNEticDlYWWhwU1pQWmh2cHJIcGRzaWVhNzNLOG5LOW1vUTBHdU9aU3dwZTRwYzVEU3NjZVNEYkNMYzBtTEVOMkpHN0tHMmdTVTJSZExOQ2FHRjJWR1l3WkpMQkthZlp6SVpDOEFCbU9JemR5MExHbnZjd2pYZkloVUJUUTRZSFU2N1p6cHU5R0FTSE53SE54RTFEY2lCSThIT0Q2YXZ2QVhzRXBVdHlYLVRn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,7月24日
中國極端風暴北移 陝西豪雨成災 20多輛車被沖走、市區癱瘓 甘肅人畜受困,https://news.google.com/read/CBMiwwNBVV95cUxNVW1VTC1xTWxVOFhpZHZSV3lITzNBTjN4dnRNYmdmQ0gxSV9jMExhTE92UWRkcktMT0xmbFlmcnNPU0hTbml5MDVBSDd6RFBKTk9TN2hYZW5rODRoZG1YaTkyajFHN1RqNzlKUUR0clVYZFVpMnVkNUtWVWtKV2pKTTV1SHFEZXk1UUtCSkF5MXRwV2VWdThBdjdaenRkUnhSVENGR1FqSWJMSHJDQkxwd1d6MjNDbkJlalZVcDFhWnAwV1hrU29lTkdrYnRTNV90Y3ZpUHZZMDFROEk3N0pXSXlLTzdVeHdSb3B1VWsxM1Y2b3FzTEJuQzQ1SXc0SUo1elhrRi16U3ViS05jVFh1Zmk5QnlHZmI5dmZBbmJtYlBrUGVVaS1zdmg0SkVJazRLdU5PaVhrOXp1Ymo0Skp2RlQ4dTlnTXhzckJrOWplUjFYXzBpRlhtWmZZeWU0TUc3MWJVc0VPbHE2YUhXY2ZmWmtkb0laUDN0NlF5V3JVTWpkSnQtcDlRRGFsTWRscDExTzhRc2VQelhDNlJOVy1YMHN0ZTNHZFVIbGNSNW5OZl9sZEJZS2thOVJ2Z01DWkZmeEFN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月17日
韓國梅雨季豪雨不斷 首都圈多處發布洪水警報,https://news.google.com/read/CBMiWkFVX3lxTE1NNEducFcyZlM1MTdZbmxPMGVncTRIdm1obnNfNzFBTzlxbEFHZjBWbWVXRjNIUnNOcHN3N2o3dzI1Y1JQQVJOVkpNN1JjTkpxMzFZWFNLQlFiUdIBX0FVX3lxTFBqRDVxLTRXb2gtSFVLbWczRUYxdWphLVR3OTFmZDRnU01UN2lfdnZvOTMwQjZFOXY2d0JBQkRsYklHbnZ0OEx0cUhBa1NqOF9HcU15UmxxRTlnZDc1d1dn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月18日
暴雨襲擊多倫多洪水釀斷電與交通服務停擺| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBoOHdHa0JjeWJabzFYdXZwTnJWX2RIUDNleDZ5S0xnTnR4cVNfV21ab3FfVmFxNjRGbWRkSFRTSnFZMzB4aDlqRnNzWE1yMUkybmRMV2hrVFBoSDVLTGc0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月17日
孟加拉豪雨 站三輪車渡水,https://news.google.com/read/CBMiZ0FVX3lxTE5RT0JEVTBUcjFwSDRta2ZnZko2T0FLTm56Z3dmVC1fMmtpMHp5ejFfUVpyV0VBRkExS1diZmtiLVdkQkk0RWhjZjhyU1BzOTdmM0FmbVdkd1BYOFJBMGxHMk1vVVUzQjQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,人間福報,7月16日
格美颱風| 豪雨炸南投貓羅溪暴漲淹水汽車泡水| 國際 | 2024-07-25,https://news.google.com/read/CBMisgJBVV95cUxOVnZjdDRlNFY2RzlvOEVESVZYUzNLZXB4TFhwV3FLeFB4dXVkaFUyZlpKMF9LRWczNnJDdW5vcUJNc3NIeVNwZVR6ZzFpU2dKNnNvWkhtRXR5ZlhhbEs0SVlMekRMdzliX1ExbkxlSzJTUXpHd3I5aXdZRUU3ZmprS1NQSi1uWFV6QWtCNWtubVVEd3FrTDRnN3N2QXB3RDN0SjNVd2RzMy1lMTM2T3N5eXNFSVRoanVwX0RsS2dKSHFKLXFsV0FPN0JPMlppb2lLZjRMSVlraVdSM1FxR1YxSXh0X1hKTVN6bWpWNXJDb1J6S0Q1Ml84WHE5ZWhPaGw4UzVhZ09XS0ZwQnhYR014MF9oVExmb1duNWQxeVYtMDFlVzJYZlNjRVVFWG93VXo2ZVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,7月25日
嘉南5縣市恐有局部短延時豪雨花東北桃高溫拉警報| 生活,https://news.google.com/read/CBMiWkFVX3lxTFAwN2JVTU1YWGtRdVBmaV9iUVpxeHNpdU1sczBLVnJHeTlnc3dvZlh3LTRTMm1kTzFtc2o3eU5WaHhVeE8zTTBtbXlPeHhKX1N4TzlKMFZGLTJvZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,3 天前
河南極端暴雨 南陽單日雨量超過600毫米,https://news.google.com/read/CBMiZkFVX3lxTE1kVXljN2dYRWxpbWxwcGlYdHBsdzU4czFya2J3Z25FN3M3NnZneVNITHcwaW5iZEh0bHU0aXZMREUzQTUyWm5aNE4wOWYteEZGZnZVc0xGVVcxX2h0Y0JfbkVGZTZzd9IBa0FVX3lxTE1kZEV5U2tuQUZrcWR5aHpOYUc5d0FmNUEtTTFyb2lYckpnRnNBY255V0FjVUVZWUk2d21CU3ZUV3VVU0MwQnZqOEVLZEQxQU1MTFo1NDFycURUM2pmSG9mREszVVhvYkFqdzJz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月16日
陝西暴雨衝垮高速公路,https://news.google.com/read/CBMickFVX3lxTFBUQVBGMmlXZHBEZTE3Q1F2SWU2eS1wVEhjak8zZXBCNUhDNGd4M2R1TVFPM2dzMGdqMG5lZEptWFJIbmh6cnlPZkRSNkJ5SDFLOEFmbmtsRE5qdG92aGpGVmlabjcxMnZvaHB6SGZoekZrdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,國語日報,7月21日
南韓仁川機場25個航班因暴雨停飛,https://news.google.com/read/CBMieEFVX3lxTFBPcURpMUNQQWE2S2MzV0dUS3BMbDBEZkx4a2RDZ2oycE1GcmdGZDlnMmh4VXl1UlN6aDVFcVBvSURqZUlXdGdheDA5Z3VVN1RjRlZVbGRXZ1poVkVrck5WUG9CaXNRTXVxOURRODRqSzRaTm9hVFBTRQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,韓聯社,7月18日
南韓暴雨不歇 仁川機場24架次國際航班取消、北韓未通知南韓逕自開閘門洩洪,https://news.google.com/read/CBMi2ANBVV95cUxOR2FZSWExYmNZUG8za2ItQy1WU1V3RndnVWoxYUNnSGpwd0ptLW1RcmIzMnY0Yno0aTcybmFUZkdCM3NIa2RGckx4RUZDU01uUVp2dlFaZVdibk9hUkMyanNMcG1QUkZZQ3FvR2h3RWhjTXRTMlRtZ0Yzb2pzbkVRYWRySEJoSG9hSWNfX2ZTY3E3T2hNYk02VDJNeFRCeEl4VUtCRTJZaTNDMmFELXkxY0E0SzNuSGdtMTRPVDkyYjd0eXRYRHE3SVNZWUN5T2xvN05WVHlWR3BibjAzVHFMWTBZN3ZWR1VmcWFaVVZFbVI5UlFIRWUwc0hraTdocC0ycGRZTy05dlU2Sktsb2p5Q0g2SFFFU28tODhuV3l3ZnFsX3BiaHlxYmdLYjQxNWtxYUUzenktb1pkSkEzOXlDbTdOdUtqS3I3QnFYQXh5dUNnZC1IdzJIeEtlUW1XU2xrSnZhZGRUMjNxdmxFRk5nby1zTkRZYVpkMUFnaXl1YjY4M2lHWjVqamtTeEJISExPRkRVUlVZYzBqUkhYTXBqMWp5dEVZeFNGajNEMlhoTDlLemFscHhjWjVsSXQyYms5cUZYbVhFNGVLZ2lrY2htN0J0WXpJY3p0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月18日
豪雨成災 烏干達垃圾山坍方釀19死,https://news.google.com/read/CBMiWkFVX3lxTFBMLVZJVm9YM3JPVlBDYXBOdlUwdG5HUC1MR19GWFJ1bGozT3I2SVRieldZaXZHVzRNdldiQWpOUzdtSzUzMG5ES0owMGx3VmtEZWtzLUFCckN6Z9IBX0FVX3lxTE5lbHJmRGpjVVBPNTRERzJ5eGpGOVhQaU1TYUtTRXo0d1RScjU4bUtTV1pQbzJnd0lIcnVHOFFzYTFJal9uelRNNHNEWndpSDlUeXVZbmNQQTg5TEV5eXFN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,10 小時前
日本東北豪雨成災至少4失蹤警車被大水沖走| 國際,https://news.google.com/read/CBMiX0FVX3lxTE9MQktMazJ4SmJnREFQZUdBLVlZUmp0d1EyUFN1YjdUa2tTZzFYRl93OGFzc005bDBjNUdUYjFXU1VKMjFZUHZHRDktUDdKQTZKS1pLSXdMN2pDdmExQWFv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月26日
印度南部茶鄉豪雨 土石流毀村151死,https://news.google.com/read/CBMiXEFVX3lxTFB2c2NIMm5kRkJOSU5EbEV1WWlLU2piQ0dHTDNXRnJrb0FPbU5XV1JiU1BFWW5lZ0NiQ0VxNHRrVnVkcnlUa3FaR1N6QzZ2b1dFOXFNclZJYl9BNUdL0gFiQVVfeXFMTjN3NDFvWmgtVDJvV0tyMWszMjhINllhQm9kMVItOXBJUTZweFE1TFhoOUVScDFxZ3hKT3ZFR2pRM1VkZ1cxdHdFak53STFCNnEwX1FMRGMxRmVZRlhrRHA5Vmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,11 天前
快訊》凱米颱風雨彈狂炸！氣象署發布20縣市豪雨特報| 生活,https://news.google.com/read/CBMiWkFVX3lxTE4wbTdOV241QmJYaGN0VzZFWkFhLTBtNG9vcmJHWGJ2UHNLajZfNUJfZHBPX1hhUlRIS3NwU3J4b01QV0NuQmNyZnVFMG9Lc1hMeVRic0pEQVp1Zw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,7月24日
一級颶風黛比登陸美國佛州 街道變河流、監視器鏡頭狂搖 移動緩慢迎災難性豪雨,https://news.google.com/read/CBMi4wNBVV95cUxQVDdvV081ejJfdlh1UTFUakNHSk9uclRBTU9MSC1PUGVULTlaS0hHblVFSWlkQUdUenlnU0dKWnhjNnpCNnJsTUN5UE1ZQUdSNnYtdFQ1b3NHZllaOXBCTmlwMmtqc3llNkZLT2U5XzQyRzVmN0lfSzZtT0lBei1Rb2VPUjN6cWlxT1ZnOTZlbzZ3T3JWSDIyeGM3dzRYTG95bUFkQ0VnZ19TN1JIU3FwWHdWdnVhd3VxSF9yY3BnU1FuOFo5OXQ0b3ZuMFlaR3RIenBnckU4dUh4SDIwTFVPZ0FaWUI4VW5kREFPdXVfVV9ZREJ6NlF5T0NETGlNay1mT3U0ZWxzd3RCekdvTEJITTRmdmNRUmJRdUxIQV9nVGJ6OEU2UXFrZjI0NS1CV01wdVYweXJTbHgyVnZTUlRVVGl3bElLVDNUQWlzWHZBYjFkWHdEanVNT1Nqa3JfMHBOc0tZRWdPV2E2dVpyNThRdXcteVJTNEFibHFYWndBZlE2MG1xOGJNWFJuLTU0dXczM29EZG81eWZpR0FnOHhuSjNUb05MS0dhQnQtY2xDVUZNb1RYd0JZSVMwQ013QktKemRHVWt1VmRWTWQ4SDZMam5uWEVEWFVSSGtIUlU1cFhyMjg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,6 天前
凱米颱風暴雨釀災菲律賓土石流12死60萬人撤離| 國際,https://news.google.com/read/CBMiX0FVX3lxTE5BYUctWk04dmJieUtsT0VvLWxJUGZMblZGSTFXX0NNNG5BSjdFdmtfRk15Y1VaUjd5aDBDSDZac2hnUVlhV3JZdnlhNFZnMlczcnFsUklfdVhBVjlrWi1F?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
凱米重創亞洲 菲律賓暴雨成災 水深及頸 馬尼拉進入緊急狀態,https://news.google.com/read/CBMijwNBVV95cUxNN3B1R05DYW4wSUdmQy14bkQ0cGJHZVFYYlpBZnNzRjRJTk9yb2tkbDZRYS16bVBuSEhvWmN0MEhKVmFvWHJVdXV1V2VSU1JFSnpFLWFRams4ZzdfdWh4RjMtVDRwZkhaTEVrMG1OMm15NFFHanNDMWFVVHVyVFp0N0ZIVE5iT1ZucmhPZFN4SzFTY2d3ZDh5OWZJbXJ2VnM0SEp3SUpBeDZYX2pDUGVQZ0t3aWp3Q21qQmdkdGw5YUxvM2hteGZ2QlU5SjJrcFZIVVZoX09BejlKRjdjV1o3bllSSDhIZjQzeDgwaEZvUGdid19kU2M4NWlxS1NfQ2EteDJsdnNVRHAtWUxWdlA4dThzU0FaOGJHdi1zRF9HRDFLenM5UVVYU0xoWEdtaUdkWVpza3VTVFV1ZDM5QnNaTG9GQ2xvcFB1ZlA5QlhBMHN5ZHNfdGFYLXc3aWRuUlB3TkdvYnpGc1h6cWUtTmx6d2U3czJldkg5eWRJMkJMczdGYTJwUkk4anFjZjdrSG8?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月24日
印度西南暴雨釀山崩、橋垮 至少123死、上百人仍受困,https://news.google.com/read/CBMiywJBVV95cUxNNWg3LS1ra3NrXzNyQ3gwbzZ2emdJNHowZXJkWlVmRXRRTDQ1UlI2dUI2eDg4RkhYWWZMczFTY3dDaVN1cnFpczBQZXJlVkFmTENZRE1GRFBhaE5aQU41SjlMdV9wQ0lmSWUxNXBPVy1uT205dWdUUHF1Y3RyTEltQ2RCR0c0SFRTZF9uLWpYLUpUdG5tWmQtMmhMZHFYRXNmN1ZRbnVKYk5ybE8xc1hZd180ZkFTOXJIRl9yOGl1dm5mQ2NraGE3WmhoaTFLVVJMOGdmcnV3S2hOcEZ4Q3JPdjdwTE84eDVQNkpmc1piTFNSTTBaRnpvZ1V0ZGdqUzFHNUpUQXJZbFZUU2FYNHo0T01DQjhNRlB4WlZfVzRGOXQ5SmxGZGRNOTctRDlLQmx1VHBLOWphNFZRZ1dVUDRxRlgtb3VGTkRkbGs0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月30日
凱米颱風來襲！宜蘭童玩節週三、四預警性休園2天,https://news.google.com/read/CBMixwJBVV95cUxNRTBfcWpkOHZsdFJ3eU40TEtfbG80UlduNDhncGVWZC1EdDhlVjl3RjAwbDlTZEJQS0lYRk5HT3VYSWdTdDdIV1pMd0MxVXBTTmQ5bjJTcUFTb2lqcVBLRzQ1LU9JanJNcERrenNFcURmSURiYlF2V1RzTE1QM0d5cVJ6U0JRV1Z2M0poTFhhQlZWSWUzUi1oWlc3NVVWclVfM1MyQVZRNllwQmhZWUxnd0FCY1FRUzh2Vjc3Z3dDczExNmRRaVBkRm9jQ0VRdEdHREVrakdoOXlWVm82VG9EMGdhcXlSWUZZVnJDd29JMkoxYl9POEk1aUlrX2tiandOeXFvMC1tQ0dmSnFpWHF2MmwwSUVDaGIzckxqMk5vMllxczhrN3ZBNGk0a21Za3I0OHFocWNrMTdvbkZOSUNaajRiTnpFUm8?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月23日
凱米挾豪雨襲台！22公路仍受阻公路局：蘇花公路7/30搶通| 生活,https://news.google.com/read/CBMiWkFVX3lxTFB3X0V4MFlvTEZ2enlPSkVOTlE3VTBwWnBoOEdOYlYteWJvWHlqZHdXX3hjQS1HWTNMWWFIa09jdTBXWVFmemREN00wc2kzV016dlY4ZTcxenI0Zw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,7月27日
凱米未登陸仍重創菲律賓！ 暴雨釀14死、逾60萬人無家可歸,https://news.google.com/read/CBMiV0FVX3lxTE93UllaNHpuelVlczEtSGZDWW9IZnlGQjhOc3JKdVBDV0RvQXVfNzNyQWpoUzNZWFNldjhxU2lNaXpZR0gxUGRjSVo3OXdQbXE4bVhIaUpPbw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台視全球資訊網,7月25日
【國際新聞】南韓暴雨陸空交通受阻 邊境坡州市廣泛水浸,https://news.google.com/read/CBMiY0FVX3lxTE5KaER3c09UZ0RhYWVSZ2dDSHo5Vkk2UlBvM0h5elh4MDhOWHVFaVZNX0QwZUE0ZHhZSFRUS0ZUTmw2S1hJNHpnVXlvZWJYbkNBQnJQNGFVZ0k4V3J4OW13UFlUMA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,KTSF.com,7月18日
北韓暴雨逾4000棟民宅淹水 金正恩主持緊急會議,https://news.google.com/read/CBMid0FVX3lxTE9GaHZoOHdvYUlsMFVfSC1lblBjV3o0Q09wSW0tUEUxZENEN0N1RHUyT1M2Ml94ejN4cnVibUZDbS1abE4xUTU5Sm5pZG5SQjZXaGpVQi1OT0podkEzTldSQ1RHYzdHT0VaYnNBTjlzUmpnMjJmWmJZ0gFfQVVfeXFMT1RwWUlwa2NYeHVCUHRIdENqNUJuaGJuNFAtTlFORFR0dFU1bGo2MDgyS2VKb2pSYzFBWlBJckRLSDNkTW05QzNmTWtOVWFnNENWMHc4c1JIbmpWV0dxSDQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月31日
影／陝西暴雨成災！公路、橋樑遭沖垮釀傷亡,https://news.google.com/read/CBMiogJBVV95cUxNLU1pYzBDZy1qS3QwRUcwTXJBUHZCQ0hIdU5lQld6elRTRjNHNTFWaUhJUlBPS1Rqajk1T3duMmxBaVJQYXJTNHJPYmlRTHRhbC1KWWpWaVRtVFFuWTd6eHF5ZV9zQm5vQkNhaUhfM1JTUWlhd0QyZk8xQWJ6Z3F3ZUNTaXctdFkyWm1XZFlJS2xBekhJMFRHZHA3b0lsZ0ZvZk9CQ3QwQ2NibTRfQWFEU1E2V2J0S0VaaldFUUFUT01TeVREOE1RNDNaZlhSQVhVWHo3U3M4QUJGMkpvZFUxWEVBenpuWnM2Z194ZXpaXzMzcTBPVXFTX2t5MVhCLV9HWHZ5SEgydWZvSVlxOWRtcDZJTGYzajhCN0FLdUZ1MnhBZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月20日
快訊》雨勢再升級！8縣市大雨特報氣象署：台東留意豪雨| 生活,https://news.google.com/read/CBMiWkFVX3lxTE90eHdfQzR1X194c1k1LTlOajNINEVuSUNXaUplb21reVFkUERoYkZmX3YycjJXU3V0VVZuejNkczJIa0xxeXNpQmlHNEZmUjFhZGNhSTNHeGh4dw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,7月27日
北韓豪雨成災 金正恩「饋咖」探災、座車也泡水裡,https://news.google.com/read/CBMivAJBVV95cUxOYW51SmltcTlwUGJyaUpHdURmc3JjSWRrcHljODlvalVaTG1xa0YxN0dhM2hPZkFNd1YxLTZaQW9hY045MmxnVFhYOERwcWFMZFZ3WnpJMXpPNkFBQl9UYy13NHZETGtKV3RfTmVQMzhQSDl0SDdtTnNvZVl1ZFVSb1JSaU56bF8wckFBREQ1cEcxRUFOZjBsTHI3Um5jS25wMmd6d0hjZldENUlSQ3hfX3gwZm5zSkJZdVB4cWRVOXJZdFdKUXRoOG1YcDRIbUhLWkRNWVgwZk5Fc0xYOGRDc1NlZU9SR292Z2l1SEZxTHJpTzY4cXNjb2loMlFJa0hwUzNfNGFEazNaVlhhaFJLd2R0aEpLcXJzakcyZC1WOUZjd1ZFVHhrUEQ3RnduRW41OGtDQmI5T2NNV3du?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月29日
阿富汗東部暴雨釀重災 至少35人死亡,https://news.google.com/read/CBMiXkFVX3lxTE5WYmxMWmJIWEpZXzlGeXJGTmF3VE5YVm9uRFRCLXFEU2FuWnFkRzZTbGlCSG1FX1BTWkNlS0ZDaVZwVFN0TXEySUtLaVY3WjVhYlhxZndOWTRvYkhBdWfSAWhBVV95cUxOVzZpbHg3dWVDNi1EUEk4bkFGd3JDV01zT2E3eGlLbENvSGljUktJbENTZ25naUhmdFZ4NzlqbUNpYVpnTHdpb1NvSDUxZjBET3JtX2RxeWhQa3laLTIwTmRMdlpOQmdUQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,ETtoday新聞雲,7月16日
暴雨釀嚴重災情 河南女凌晨驚醒…目睹「家具全漂浮水面」：差點被沖走 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE9RdWNiZjNRT3ZYU25MOUJYemRXYUVJZzBjbXl2VWZ6MkVESUhLeE5GSmpJS1FLLW1RWTlldzFoQllQUEhuZGN1b2NvNk5oaDTSAVRBVV95cUxPT2hBTG9EdHZkNXhKN0I5QXhXR0gxNmpaSzFYcE5ieElJZW9ReTdsSWdKcXY0WGV5VUw5MldnVjVqY21yQXlLZk5yZEQxNmNBWUkwS3o?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,7月16日
中國多地暴雨成災！死亡失蹤至少315人，災損3050億,https://news.google.com/read/CBMiTEFVX3lxTE5XLWtQR3ZsX0xWQ3NQckpzMUktQ0xCMFN2cHVHX2QwXy1FaHA0U0JDZWxiSDh6QmNlU0lRck00NjRWdzV3clg2VGgyNEU?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,風傳媒,2 天前
凱米颱風減弱仍肆虐中國 湖南暴雨山崩已知15死 多地成水鄉澤國,https://news.google.com/read/CBMinANBVV95cUxPcHJwMEpLX0J6M2hQWkNlVG9xMlZiREFOM05SaWZJSVVIYThHN2tpRUtlVnNYS1BKZDZZVl9jT0JGZzlaVXF6Z05fVVNSdzRSOHYxbXhQcExVTjNpZkVqSGJmVUpuSHkzdmtNMXUwODA4M19jT3B1WkdpWEM5TVRKdmpjdkpCZXA4MzBIVkJqVFQycDJidkpHSXRmWDBIc1BDMktTQlpMT1kwb0dwZF9PWUY2SEV1N0JvbjBCdG1oMWppRWEyZHdQcEdEeUJLRWFPTjJ6MkpfeG9OWi1IUFdfRVdzQmpqbUJQWjFMamstUWt2clRBVlpzbVdtWUlKVEFxRXFZZnJqbXpqV3l6VWRBTHBOVTk2a3lnSjZ1ODdBT0ttb1lSR0V3aWJyQk1wVW1vZjhCZTRET0FERnhveGtuZ3NUaFRnQTdZUmNub0dpTkx5Q2tJaW1yckZaNElLVk1MLVdZREZDNFAzNmVMY3FMS2FpeUh2NlA2S2xmNGF6OExYMnZaNm5TelRELWxuR2Y4RFROTmprbEVsMDlp?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月28日
